#Batch CD-search tool	NIH/NLM/NCBI
#cdsid	QM3-qcdsearch-7251704E1167CAF4-4F9FCFABD3E41DF2
#datatype	hitsFull Results
#status	0
#Start time	2020-08-15T16:01:21	Run time	0:00:00:54
#status	success

Query	Hit type	PSSM-ID	From	To	E-Value	Bitscore	Accession	Short name	Incomplete	Superfamily
Q#9 - >CPAR2_806420Cparapsilosis_	non-specific	273344	555	795	0.000364639	45.3716	TIGR00927	2A1904	NC	cl36772
Q#9 - >CPAR2_806420Cparapsilosis_	non-specific	227493	1146	1312	0.000365818	45.0014	COG5164	SPT5	N	cl34925
Q#9 - >CPAR2_806420Cparapsilosis_	non-specific	227493	453	661	0.000408648	45.0014	COG5164	SPT5	N	cl34925
Q#9 - >CPAR2_806420Cparapsilosis_	non-specific	273344	986	1216	0.000469786	44.9864	TIGR00927	2A1904	NC	cl36772
Q#9 - >CPAR2_806420Cparapsilosis_	non-specific	374168	633	931	0.000488437	44.3441	pfam15847	Loricrin	 - 	cl25694
Q#9 - >CPAR2_806420Cparapsilosis_	non-specific	273344	854	1079	0.000546916	44.9864	TIGR00927	2A1904	NC	cl36772
Q#9 - >CPAR2_806420Cparapsilosis_	non-specific	374168	390	668	0.000561818	43.9589	pfam15847	Loricrin	 - 	cl25694
Q#9 - >CPAR2_806420Cparapsilosis_	non-specific	227493	657	841	0.000569631	44.6162	COG5164	SPT5	N	cl34925
Q#9 - >CPAR2_806420Cparapsilosis_	non-specific	273344	1043	1272	0.000590108	44.6012	TIGR00927	2A1904	NC	cl36772
Q#9 - >CPAR2_806420Cparapsilosis_	non-specific	273344	1135	1368	0.000704619	44.6012	TIGR00927	2A1904	NC	cl36772
Q#9 - >CPAR2_806420Cparapsilosis_	non-specific	236504	482	575	0.000832375	43.9317	PRK09418	PRK09418	N	cl35824
Q#9 - >CPAR2_806420Cparapsilosis_	superfamily	236504	482	575	0.000832375	43.9317	cl35824	PRK09418 superfamily	N	 - 
Q#9 - >CPAR2_806420Cparapsilosis_	non-specific	236504	615	708	0.000832375	43.9317	PRK09418	PRK09418	N	cl35824
Q#9 - >CPAR2_806420Cparapsilosis_	non-specific	312941	389	661	0.00100377	43.8436	pfam09606	Med15	NC	cl26621
Q#9 - >CPAR2_806420Cparapsilosis_	non-specific	237171	635	880	0.00106352	43.7391	PRK12678	PRK12678	C	cl36163
Q#9 - >CPAR2_806420Cparapsilosis_	superfamily	237171	635	880	0.00106352	43.7391	cl36163	PRK12678 superfamily	C	 - 
Q#9 - >CPAR2_806420Cparapsilosis_	non-specific	374168	802	1109	0.00109181	43.1885	pfam15847	Loricrin	 - 	cl25694
Q#9 - >CPAR2_806420Cparapsilosis_	non-specific	236504	1044	1148	0.00113905	43.5465	PRK09418	PRK09418	N	cl35824
Q#9 - >CPAR2_806420Cparapsilosis_	superfamily	236504	1044	1148	0.00113905	43.5465	cl35824	PRK09418 superfamily	N	 - 
Q#9 - >CPAR2_806420Cparapsilosis_	non-specific	273344	935	1168	0.0012726	43.4456	TIGR00927	2A1904	NC	cl36772
Q#9 - >CPAR2_806420Cparapsilosis_	superfamily	273344	935	1168	0.0012726	43.4456	cl36772	2A1904 superfamily	NC	 - 
Q#9 - >CPAR2_806420Cparapsilosis_	non-specific	236504	826	935	0.00130451	43.5465	PRK09418	PRK09418	N	cl35824
Q#9 - >CPAR2_806420Cparapsilosis_	non-specific	374168	389	693	0.00132318	42.8033	pfam15847	Loricrin	 - 	cl25694
Q#9 - >CPAR2_806420Cparapsilosis_	non-specific	236504	910	1029	0.00140792	43.1613	PRK09418	PRK09418	N	cl35824
Q#9 - >CPAR2_806420Cparapsilosis_	non-specific	273344	544	763	0.00140832	43.4456	TIGR00927	2A1904	NC	cl36772
Q#9 - >CPAR2_806420Cparapsilosis_	non-specific	282904	495	870	0.00146762	43.3664	pfam05109	Herpes_BLLF1	N	cl37540
Q#9 - >CPAR2_806420Cparapsilosis_	non-specific	273344	757	979	0.00150675	43.4456	TIGR00927	2A1904	NC	cl36772
Q#9 - >CPAR2_806420Cparapsilosis_	non-specific	273344	646	868	0.00155852	43.4456	TIGR00927	2A1904	NC	cl36772
Q#9 - >CPAR2_806420Cparapsilosis_	non-specific	236504	728	800	0.00155868	43.1613	PRK09418	PRK09418	N	cl35824
Q#9 - >CPAR2_806420Cparapsilosis_	non-specific	236504	1015	1087	0.00155868	43.1613	PRK09418	PRK09418	N	cl35824
Q#9 - >CPAR2_806420Cparapsilosis_	non-specific	236504	986	1058	0.00155868	43.1613	PRK09418	PRK09418	N	cl35824
Q#9 - >CPAR2_806420Cparapsilosis_	non-specific	374168	548	836	0.00167504	42.4181	pfam15847	Loricrin	 - 	cl25694
Q#9 - >CPAR2_806420Cparapsilosis_	non-specific	236504	544	646	0.00168225	43.1613	PRK09418	PRK09418	N	cl35824
Q#9 - >CPAR2_806420Cparapsilosis_	non-specific	374168	704	1001	0.00192616	42.4181	pfam15847	Loricrin	 - 	cl25694
Q#9 - >CPAR2_806420Cparapsilosis_	non-specific	227493	1084	1271	0.00199146	42.6902	COG5164	SPT5	N	cl34925
Q#9 - >CPAR2_806420Cparapsilosis_	non-specific	369943	1101	1265	0.00202058	42.7622	pfam08549	SWI-SNF_Ssr4	N	cl25487
Q#9 - >CPAR2_806420Cparapsilosis_	superfamily	369943	1101	1265	0.00202058	42.7622	cl25487	SWI-SNF_Ssr4 superfamily	N	 - 
Q#9 - >CPAR2_806420Cparapsilosis_	non-specific	236504	385	476	0.00204437	42.7761	PRK09418	PRK09418	N	cl35824
Q#9 - >CPAR2_806420Cparapsilosis_	superfamily	236504	385	476	0.00204437	42.7761	cl35824	PRK09418 superfamily	N	 - 
Q#9 - >CPAR2_806420Cparapsilosis_	non-specific	236504	422	513	0.00207933	42.7761	PRK09418	PRK09418	N	cl35824
Q#9 - >CPAR2_806420Cparapsilosis_	non-specific	236090	460	676	0.00228597	42.6657	PRK07764	PRK07764	N	cl35613
Q#9 - >CPAR2_806420Cparapsilosis_	superfamily	236090	460	676	0.00228597	42.6657	cl35613	PRK07764 superfamily	N	 - 
Q#9 - >CPAR2_806420Cparapsilosis_	non-specific	273344	413	628	0.00231784	42.6752	TIGR00927	2A1904	NC	cl36772
Q#9 - >CPAR2_806420Cparapsilosis_	non-specific	236504	1093	1180	0.002592	42.3909	PRK09418	PRK09418	N	cl35824
Q#9 - >CPAR2_806420Cparapsilosis_	superfamily	236504	1093	1180	0.002592	42.3909	cl35824	PRK09418 superfamily	N	 - 
Q#9 - >CPAR2_806420Cparapsilosis_	non-specific	236504	757	861	0.002592	42.3909	PRK09418	PRK09418	N	cl35824
Q#9 - >CPAR2_806420Cparapsilosis_	non-specific	273344	490	721	0.00272123	42.6752	TIGR00927	2A1904	NC	cl36772
Q#9 - >CPAR2_806420Cparapsilosis_	non-specific	237171	1125	1306	0.00349448	41.8131	PRK12678	PRK12678	C	cl36163
Q#9 - >CPAR2_806420Cparapsilosis_	superfamily	237171	1125	1306	0.00349448	41.8131	cl36163	PRK12678 superfamily	C	 - 
Q#9 - >CPAR2_806420Cparapsilosis_	non-specific	237171	956	1200	0.00364612	41.8131	PRK12678	PRK12678	C	cl36163
Q#9 - >CPAR2_806420Cparapsilosis_	superfamily	237171	956	1200	0.00364612	41.8131	cl36163	PRK12678 superfamily	C	 - 
Q#9 - >CPAR2_806420Cparapsilosis_	non-specific	273344	728	948	0.00365697	41.9048	TIGR00927	2A1904	NC	cl36772
Q#9 - >CPAR2_806420Cparapsilosis_	non-specific	236090	593	790	0.00403211	41.8953	PRK07764	PRK07764	N	cl35613
Q#9 - >CPAR2_806420Cparapsilosis_	non-specific	236504	646	733	0.0040619	42.0057	PRK09418	PRK09418	N	cl35824
Q#9 - >CPAR2_806420Cparapsilosis_	non-specific	236504	904	991	0.0040619	42.0057	PRK09418	PRK09418	N	cl35824
Q#9 - >CPAR2_806420Cparapsilosis_	non-specific	236504	513	600	0.0040619	42.0057	PRK09418	PRK09418	N	cl35824
Q#9 - >CPAR2_806420Cparapsilosis_	non-specific	273344	387	608	0.00408128	41.9048	TIGR00927	2A1904	NC	cl36772
Q#9 - >CPAR2_806420Cparapsilosis_	non-specific	282904	337	630	0.00408611	41.8256	pfam05109	Herpes_BLLF1	N	cl37540
Q#9 - >CPAR2_806420Cparapsilosis_	non-specific	236090	726	940	0.00424231	41.8953	PRK07764	PRK07764	N	cl35613
Q#9 - >CPAR2_806420Cparapsilosis_	non-specific	236504	677	762	0.00445881	41.6205	PRK09418	PRK09418	N	cl35824
Q#9 - >CPAR2_806420Cparapsilosis_	non-specific	312941	1085	1310	0.00450644	41.5324	pfam09606	Med15	C	cl26621
Q#9 - >CPAR2_806420Cparapsilosis_	superfamily	312941	1085	1310	0.00450644	41.5324	cl26621	Med15 superfamily	C	 - 
Q#9 - >CPAR2_806420Cparapsilosis_	non-specific	374168	782	1088	0.00460868	41.2625	pfam15847	Loricrin	 - 	cl25694
Q#9 - >CPAR2_806420Cparapsilosis_	non-specific	273344	826	1053	0.00475123	41.9048	TIGR00927	2A1904	NC	cl36772
Q#9 - >CPAR2_806420Cparapsilosis_	non-specific	236090	784	991	0.00515471	41.5101	PRK07764	PRK07764	N	cl35613
Q#9 - >CPAR2_806420Cparapsilosis_	non-specific	237171	884	1118	0.00534399	41.4279	PRK12678	PRK12678	C	cl36163
Q#9 - >CPAR2_806420Cparapsilosis_	non-specific	237171	698	895	0.00552871	41.4279	PRK12678	PRK12678	C	cl36163
Q#9 - >CPAR2_806420Cparapsilosis_	non-specific	367362	977	1347	0.00564731	41.4718	pfam03157	Glutenin_hmw	C	cl26620
Q#9 - >CPAR2_806420Cparapsilosis_	superfamily	367362	977	1347	0.00564731	41.4718	cl26620	Glutenin_hmw superfamily	C	 - 
Q#9 - >CPAR2_806420Cparapsilosis_	non-specific	227493	1026	1209	0.00567371	41.1494	COG5164	SPT5	N	cl34925
Q#9 - >CPAR2_806420Cparapsilosis_	non-specific	273344	513	741	0.00576969	41.5196	TIGR00927	2A1904	NC	cl36772
Q#9 - >CPAR2_806420Cparapsilosis_	non-specific	237171	796	997	0.00581782	41.4279	PRK12678	PRK12678	C	cl36163
Q#9 - >CPAR2_806420Cparapsilosis_	non-specific	273344	448	686	0.00596789	41.5196	TIGR00927	2A1904	NC	cl36772
Q#9 - >CPAR2_806420Cparapsilosis_	non-specific	236504	621	742	0.00615303	41.2353	PRK09418	PRK09418	N	cl35824
Q#9 - >CPAR2_806420Cparapsilosis_	non-specific	236504	488	609	0.00615303	41.2353	PRK09418	PRK09418	N	cl35824
Q#9 - >CPAR2_806420Cparapsilosis_	non-specific	236504	855	966	0.0063652	41.2353	PRK09418	PRK09418	N	cl35824
Q#9 - >CPAR2_806420Cparapsilosis_	non-specific	237171	565	811	0.00689522	41.0427	PRK12678	PRK12678	C	cl36163
Q#9 - >CPAR2_806420Cparapsilosis_	non-specific	273344	581	832	0.00730857	41.1344	TIGR00927	2A1904	NC	cl36772
Q#9 - >CPAR2_806420Cparapsilosis_	non-specific	236090	440	651	0.00735681	41.1249	PRK07764	PRK07764	N	cl35613
Q#9 - >CPAR2_806420Cparapsilosis_	non-specific	237171	924	1180	0.00783227	40.6575	PRK12678	PRK12678	C	cl36163
Q#9 - >CPAR2_806420Cparapsilosis_	non-specific	237171	826	1026	0.00845455	40.6575	PRK12678	PRK12678	C	cl36163
Q#9 - >CPAR2_806420Cparapsilosis_	non-specific	236090	746	965	0.00924693	40.7397	PRK07764	PRK07764	N	cl35613
Q#10 - >KLLA0B14498g1_1Klactis	specific	371712	24	336	9.5585e-76	247.912	pfam11765	Hyphal_reg_CWP	 - 	cl13246
Q#10 - >KLLA0B14498g1_1Klactis	superfamily	371712	24	336	9.5585e-76	247.912	cl13246	Hyphal_reg_CWP superfamily	 - 	 - 
Q#11 - >BN119_CABR0s21e03234g1_1Nbracarensis	specific	371712	13	331	8.36873e-69	231.349	pfam11765	Hyphal_reg_CWP	 - 	cl13246
Q#11 - >BN119_CABR0s21e03234g1_1Nbracarensis	superfamily	371712	13	331	8.36873e-69	231.349	cl13246	Hyphal_reg_CWP superfamily	 - 	 - 
Q#11 - >BN119_CABR0s21e03234g1_1Nbracarensis	specific	366205	346	382	6.76326e-05	40.5692	pfam00624	Flocculin	 - 	cl09259
Q#11 - >BN119_CABR0s21e03234g1_1Nbracarensis	superfamily	366205	346	382	6.76326e-05	40.5692	cl09259	Flocculin superfamily	 - 	 - 
Q#12 - >BN119_CABR0s31e03938g1_1Nbracarensis	specific	371712	19	328	1.81606e-82	254.075	pfam11765	Hyphal_reg_CWP	 - 	cl13246
Q#12 - >BN119_CABR0s31e03938g1_1Nbracarensis	superfamily	371712	19	328	1.81606e-82	254.075	cl13246	Hyphal_reg_CWP superfamily	 - 	 - 
Q#13 - >BN122_CANI0s04e00110g1_1Nnivariensis	specific	371712	13	330	5.49314e-65	221.333	pfam11765	Hyphal_reg_CWP	 - 	cl13246
Q#13 - >BN122_CANI0s04e00110g1_1Nnivariensis	superfamily	371712	13	330	5.49314e-65	221.333	cl13246	Hyphal_reg_CWP superfamily	 - 	 - 
Q#13 - >BN122_CANI0s04e00110g1_1Nnivariensis	specific	366205	345	381	1.21157e-05	42.8804	pfam00624	Flocculin	 - 	cl09259
Q#13 - >BN122_CANI0s04e00110g1_1Nnivariensis	superfamily	366205	345	381	1.21157e-05	42.8804	cl09259	Flocculin superfamily	 - 	 - 
