#Batch CD-search tool	NIH/NLM/NCBI
#cdsid	QM3-qcdsearch-1FC416A74EC540DB-3A1029092067A0AC
#datatype	hitsConcise Results
#status	0
#Start time	2022-05-10T01:39:07	Run time	0:00:03:39
#status	success

Query	Hit type	PSSM-ID	From	To	E-Value	Bitscore	Accession	Short name	Incomplete	Superfamily
Q#149 - >XP_002547891.1 predicted protein [Candida tropicalis MYA-3404]	specific	404761	530	573	5.94868e-06	43.3321	pfam13928	Flocculin_t3	 - 	cl16482
Q#150 - >XP_002550387.1 predicted protein [Candida tropicalis MYA-3404]	specific	403079	16	314	2.91983e-71	231.734	pfam11765	Hyphal_reg_CWP	 - 	cl13246
Q#151 - >XP_002419002.1 cell wall mannoprotein, putative [Candida dubliniensis CD36]	specific	403079	9	336	1.85236e-91	297.604	pfam11765	Hyphal_reg_CWP	 - 	cl13246
Q#151 - >XP_002419002.1 cell wall mannoprotein, putative [Candida dubliniensis CD36]	superfamily	402654	707	946	0.0080476	40.4027	cl12728	DUF2967 superfamily	C	 - 
Q#152 - >XP_003959094.1 hypothetical protein KAFR_0I01780 [Kazachstania africana CBS 2517]	specific	403079	19	332	7.15308e-55	192.059	pfam11765	Hyphal_reg_CWP	 - 	cl13246
Q#152 - >XP_003959094.1 hypothetical protein KAFR_0I01780 [Kazachstania africana CBS 2517]	superfamily	407690	523	744	0.00711993	39.5579	cl39316	DUF5585 superfamily	C	 - 
Q#153 - >XP_036665263.1 uncharacterized protein CPAR2_806400 [Candida parapsilosis]	specific	403079	13	342	1.32036e-107	346.909	pfam11765	Hyphal_reg_CWP	 - 	cl13246
Q#153 - >XP_036665263.1 uncharacterized protein CPAR2_806400 [Candida parapsilosis]	superfamily	406314	1756	2043	4.74699e-09	60.1043	cl25694	Loricrin superfamily	 - 	 - 
Q#153 - >XP_036665263.1 uncharacterized protein CPAR2_806400 [Candida parapsilosis]	superfamily	406314	1945	2214	6.05205e-09	59.7191	cl25694	Loricrin superfamily	 - 	 - 
Q#153 - >XP_036665263.1 uncharacterized protein CPAR2_806400 [Candida parapsilosis]	superfamily	367362	659	1249	5.94687e-07	54.9538	cl26620	Glutenin_hmw superfamily	N	 - 
Q#153 - >XP_036665263.1 uncharacterized protein CPAR2_806400 [Candida parapsilosis]	superfamily	400730	1367	1527	4.19977e-05	48.9332	cl25487	SWI-SNF_Ssr4 superfamily	N	 - 
Q#154 - >XP_002614819.1 hypothetical protein CLUG_05597 [Clavispora lusitaniae ATCC 42720]	specific	403079	22	325	2.13791e-85	262.55	pfam11765	Hyphal_reg_CWP	 - 	cl13246
Q#155 - >XP_002614815.1 hypothetical protein CLUG_05593 [Clavispora lusitaniae ATCC 42720]	specific	403079	13	329	1.79005e-89	281.81	pfam11765	Hyphal_reg_CWP	 - 	cl13246
Q#156 - >XP_020067797.1 hypothetical protein CYBJADRAFT_192479, partial [Cyberlindnera jadinii NRRL Y-1542]	specific	403079	63	331	3.53548e-63	207.467	pfam11765	Hyphal_reg_CWP	 - 	cl13246
Q#157 - >XP_002615218.1 hypothetical protein CLUG_05233 [Clavispora lusitaniae ATCC 42720]	specific	403079	13	329	3.45157e-72	244.446	pfam11765	Hyphal_reg_CWP	 - 	cl13246
Q#158 - >XP_002614120.1 hypothetical protein CLUG_05606, partial [Clavispora lusitaniae ATCC 42720]	specific	403079	14	329	7.08834e-82	260.624	pfam11765	Hyphal_reg_CWP	 - 	cl13246
Q#159 - >XP_002620045.1 hypothetical protein CLUG_01204 [Clavispora lusitaniae ATCC 42720]	specific	403079	9	230	1.86534e-55	179.733	pfam11765	Hyphal_reg_CWP	N	cl13246
Q#160 - >XP_001527307.1 hypothetical protein LELG_02136 [Lodderomyces elongisporus NRRL YB-4239]	specific	403079	19	326	1.05367e-67	229.038	pfam11765	Hyphal_reg_CWP	 - 	cl13246
Q#161 - >XP_003958926.1 hypothetical protein KAFR_0I00100 [Kazachstania africana CBS 2517]	specific	403079	69	330	3.29486e-42	157.391	pfam11765	Hyphal_reg_CWP	 - 	cl13246
Q#162 - >XP_002614121.1 hypothetical protein CLUG_05607 [Clavispora lusitaniae ATCC 42720]	specific	403079	13	329	6.57101e-74	247.913	pfam11765	Hyphal_reg_CWP	 - 	cl13246
Q#162 - >XP_002614121.1 hypothetical protein CLUG_05607 [Clavispora lusitaniae ATCC 42720]	superfamily	402174	952	1129	0.000150227	45.4816	cl25817	SOG2 superfamily	NC	 - 
Q#163 - >XP_020068387.1 hypothetical protein CYBJADRAFT_175088 [Cyberlindnera jadinii NRRL Y-1542]	specific	403079	20	326	3.07875e-51	182.814	pfam11765	Hyphal_reg_CWP	 - 	cl13246
Q#164 - >XP_007375135.1 hypothetical protein SPAPADRAFT_50477 [Spathaspora passalidarum NRRL Y-27907]	superfamily	403079	61	277	1.32697e-24	103.463	cl13246	Hyphal_reg_CWP superfamily	N	 - 
Q#165 - >XP_007376669.1 hypothetical protein SPAPADRAFT_51854, partial [Spathaspora passalidarum NRRL Y-27907]	superfamily	403079	8	309	2.70158e-35	138.131	cl13246	Hyphal_reg_CWP superfamily	 - 	 - 
Q#166 - >XP_018713478.1 hypothetical protein METBIDRAFT_96132 [Metschnikowia bicuspidata var. bicuspidata NRRL YB-4993]	superfamily	403079	1	211	5.84609e-31	115.404	cl13246	Hyphal_reg_CWP superfamily	N	 - 
Q#167 - >XP_003956397.1 hypothetical protein KAFR_0C02690 [Kazachstania africana CBS 2517]	superfamily	403079	77	278	1.97278e-28	110.782	cl13246	Hyphal_reg_CWP superfamily	N	 - 
Q#168 - >XP_003672684.1 hypothetical protein NDAI_0K02500 [Naumovozyma dairenensis CBS 421]	specific	403079	20	324	4.5701e-95	289.9	pfam11765	Hyphal_reg_CWP	 - 	cl13246
Q#169 - >XP_022466292.1 hypothetical protein KNAG_0I02620 [Kazachstania naganishii CBS 8797]	specific	403079	16	326	3.97308e-85	279.499	pfam11765	Hyphal_reg_CWP	 - 	cl13246
Q#169 - >XP_022466292.1 hypothetical protein KNAG_0I02620 [Kazachstania naganishii CBS 8797]	specific	395534	700	798	9.09727e-22	90.7632	pfam00660	SRP1_TIP1	 - 	cl02917
Q#170 - >XP_003678549.1 hypothetical protein NCAS_0J02330 [Naumovozyma castellii CBS 4309]	specific	403079	16	327	3.95084e-89	283.351	pfam11765	Hyphal_reg_CWP	 - 	cl13246
Q#170 - >XP_003678549.1 hypothetical protein NCAS_0J02330 [Naumovozyma castellii CBS 4309]	superfamily	282904	450	716	0.000123392	45.6776	cl37540	Herpes_BLLF1 superfamily	NC	 - 
Q#171 - >XP_022466281.1 hypothetical protein KNAG_0I02500 [Kazachstania naganishii CBS 8797]	specific	403079	41	351	5.80443e-87	283.351	pfam11765	Hyphal_reg_CWP	 - 	cl13246
Q#171 - >XP_022466281.1 hypothetical protein KNAG_0I02500 [Kazachstania naganishii CBS 8797]	specific	395534	725	823	7.53874e-22	91.1484	pfam00660	SRP1_TIP1	 - 	cl02917
Q#172 - >XP_003671892.1 hypothetical protein NDAI_0I00800 [Naumovozyma dairenensis CBS 421]	specific	403079	12	323	1.37803e-83	270.64	pfam11765	Hyphal_reg_CWP	 - 	cl13246
Q#173 - >XP_452176.1 uncharacterized protein KLLA0_B14498g [Kluyveromyces lactis]	specific	403079	24	336	8.76695e-76	247.913	pfam11765	Hyphal_reg_CWP	 - 	cl13246
Q#174 - >XP_003957739.1 hypothetical protein KAFR_0F00110 [Kazachstania africana CBS 2517]	superfamily	403079	4	234	1.2839e-37	133.509	cl13246	Hyphal_reg_CWP superfamily	 - 	 - 
Q#175 - >XP_003958230.1 hypothetical protein KAFR_0G00620 [Kazachstania africana CBS 2517]	superfamily	403079	18	238	7.79371e-38	134.664	cl13246	Hyphal_reg_CWP superfamily	N	 - 
Q#176 - >XP_003956376.1 hypothetical protein KAFR_0C02480 [Kazachstania africana CBS 2517]	superfamily	403079	4	235	9.31289e-38	142.368	cl13246	Hyphal_reg_CWP superfamily	N	 - 
Q#177 - >XP_022464879.1 hypothetical protein KNAG_0E03760 [Kazachstania naganishii CBS 8797]	specific	403079	11	326	1.45499e-64	221.334	pfam11765	Hyphal_reg_CWP	 - 	cl13246
Q#177 - >XP_022464879.1 hypothetical protein KNAG_0E03760 [Kazachstania naganishii CBS 8797]	superfamily	282904	671	1076	0.000264844	45.2924	cl37540	Herpes_BLLF1 superfamily	N	 - 
Q#178 - >XP_007373711.1 hypothetical protein SPAPADRAFT_65297 [Spathaspora passalidarum NRRL Y-27907]	superfamily	403079	12	284	2.19544e-32	126.19	cl13246	Hyphal_reg_CWP superfamily	 - 	 - 
Q#179 - >KAG2734361.1 hypothetical protein G9P44_002367 [Scheffersomyces stipitis]	specific	403079	12	332	1.88119e-156	463.239	pfam11765	Hyphal_reg_CWP	 - 	cl13246
Q#180 - >KAG2735578.1 hypothetical protein G9P44_001792 [Scheffersomyces stipitis]	specific	403079	2	317	1.02187e-125	398.911	pfam11765	Hyphal_reg_CWP	 - 	cl13246
Q#181 - >KAG2733521.1 hypothetical protein G9P44_003046 [Scheffersomyces stipitis]	specific	403079	13	331	1.54126e-130	412.393	pfam11765	Hyphal_reg_CWP	 - 	cl13246
Q#182 - >KAG2731421.1 hypothetical protein G9P44_005837 [Scheffersomyces stipitis]	specific	403079	13	337	9.67548e-135	419.327	pfam11765	Hyphal_reg_CWP	 - 	cl13246
Q#182 - >KAG2731421.1 hypothetical protein G9P44_005837 [Scheffersomyces stipitis]	superfamily	282904	883	1274	5.51998e-09	61.0856	cl37540	Herpes_BLLF1 superfamily	N	 - 
Q#182 - >KAG2731421.1 hypothetical protein G9P44_005837 [Scheffersomyces stipitis]	superfamily	407690	1141	1515	5.37326e-08	57.2771	cl39316	DUF5585 superfamily	 - 	 - 
Q#183 - >KAG2732535.1 hypothetical protein G9P44_004952 [Scheffersomyces stipitis]	specific	403079	12	333	9.3836e-131	413.163	pfam11765	Hyphal_reg_CWP	 - 	cl13246
Q#184 - >KAG2731009.1 hypothetical protein G9P44_006158 [Scheffersomyces stipitis]	specific	403079	12	335	4.34508e-140	428.186	pfam11765	Hyphal_reg_CWP	 - 	cl13246
Q#185 - >KAG2733788.1 hypothetical protein G9P44_003313 [Scheffersomyces stipitis]	specific	403079	13	332	1.71791e-94	308.004	pfam11765	Hyphal_reg_CWP	 - 	cl13246
Q#186 - >QHS65613.1 uncharacterized protein GVI51_E06281 [[Candida] glabrata]	specific	403079	16	333	3.19118e-84	274.106	pfam11765	Hyphal_reg_CWP	 - 	cl13246
Q#186 - >QHS65613.1 uncharacterized protein GVI51_E06281 [[Candida] glabrata]	specific	395499	482	520	2.50014e-06	44.805	pfam00624	Flocculin	 - 	cl09259
Q#186 - >QHS65613.1 uncharacterized protein GVI51_E06281 [[Candida] glabrata]	specific	395499	392	430	3.42215e-06	44.4198	pfam00624	Flocculin	 - 	cl09259
Q#186 - >QHS65613.1 uncharacterized protein GVI51_E06281 [[Candida] glabrata]	specific	395499	347	385	1.16694e-05	42.879	pfam00624	Flocculin	 - 	cl09259
Q#187 - >QHS67215.1 uncharacterized protein GVI51_I07117 [[Candida] glabrata]	specific	403079	14	326	1.44221e-81	271.795	pfam11765	Hyphal_reg_CWP	 - 	cl13246
Q#187 - >QHS67215.1 uncharacterized protein GVI51_I07117 [[Candida] glabrata]	specific	395499	428	466	3.70793e-05	42.4938	pfam00624	Flocculin	 - 	cl09259
Q#187 - >QHS67215.1 uncharacterized protein GVI51_I07117 [[Candida] glabrata]	specific	395499	1283	1321	0.000108183	40.953	pfam00624	Flocculin	 - 	cl09259
Q#187 - >QHS67215.1 uncharacterized protein GVI51_I07117 [[Candida] glabrata]	specific	395499	1238	1276	0.000108183	40.953	pfam00624	Flocculin	 - 	cl09259
Q#187 - >QHS67215.1 uncharacterized protein GVI51_I07117 [[Candida] glabrata]	specific	395499	1193	1231	0.000108183	40.953	pfam00624	Flocculin	 - 	cl09259
Q#187 - >QHS67215.1 uncharacterized protein GVI51_I07117 [[Candida] glabrata]	specific	395499	1148	1186	0.000108183	40.953	pfam00624	Flocculin	 - 	cl09259
Q#187 - >QHS67215.1 uncharacterized protein GVI51_I07117 [[Candida] glabrata]	specific	395499	1103	1141	0.000108183	40.953	pfam00624	Flocculin	 - 	cl09259
Q#187 - >QHS67215.1 uncharacterized protein GVI51_I07117 [[Candida] glabrata]	specific	395499	1058	1096	0.000108183	40.953	pfam00624	Flocculin	 - 	cl09259
Q#187 - >QHS67215.1 uncharacterized protein GVI51_I07117 [[Candida] glabrata]	specific	395499	1013	1051	0.000108183	40.953	pfam00624	Flocculin	 - 	cl09259
Q#187 - >QHS67215.1 uncharacterized protein GVI51_I07117 [[Candida] glabrata]	specific	395499	968	1006	0.000108183	40.953	pfam00624	Flocculin	 - 	cl09259
Q#187 - >QHS67215.1 uncharacterized protein GVI51_I07117 [[Candida] glabrata]	specific	395499	923	961	0.000108183	40.953	pfam00624	Flocculin	 - 	cl09259
Q#187 - >QHS67215.1 uncharacterized protein GVI51_I07117 [[Candida] glabrata]	specific	395499	878	916	0.000108183	40.953	pfam00624	Flocculin	 - 	cl09259
Q#187 - >QHS67215.1 uncharacterized protein GVI51_I07117 [[Candida] glabrata]	specific	395499	833	871	0.000108183	40.953	pfam00624	Flocculin	 - 	cl09259
Q#187 - >QHS67215.1 uncharacterized protein GVI51_I07117 [[Candida] glabrata]	specific	395499	788	826	0.000108183	40.953	pfam00624	Flocculin	 - 	cl09259
Q#187 - >QHS67215.1 uncharacterized protein GVI51_I07117 [[Candida] glabrata]	specific	395499	743	781	0.000108183	40.953	pfam00624	Flocculin	 - 	cl09259
Q#187 - >QHS67215.1 uncharacterized protein GVI51_I07117 [[Candida] glabrata]	specific	395499	698	736	0.000108183	40.953	pfam00624	Flocculin	 - 	cl09259
Q#187 - >QHS67215.1 uncharacterized protein GVI51_I07117 [[Candida] glabrata]	specific	395499	653	691	0.000108183	40.953	pfam00624	Flocculin	 - 	cl09259
Q#187 - >QHS67215.1 uncharacterized protein GVI51_I07117 [[Candida] glabrata]	specific	395499	608	646	0.000108183	40.953	pfam00624	Flocculin	 - 	cl09259
Q#187 - >QHS67215.1 uncharacterized protein GVI51_I07117 [[Candida] glabrata]	specific	395499	563	601	0.000108183	40.953	pfam00624	Flocculin	 - 	cl09259
Q#187 - >QHS67215.1 uncharacterized protein GVI51_I07117 [[Candida] glabrata]	specific	395499	518	556	0.000108183	40.953	pfam00624	Flocculin	 - 	cl09259
Q#187 - >QHS67215.1 uncharacterized protein GVI51_I07117 [[Candida] glabrata]	specific	395499	473	511	0.000108183	40.953	pfam00624	Flocculin	 - 	cl09259
Q#188 - >QHS67886.1 uncharacterized protein GVI51_J11781 [[Candida] glabrata]	specific	403079	23	331	9.64898e-42	157.006	pfam11765	Hyphal_reg_CWP	 - 	cl13246
Q#189 - >QHS67369.1 uncharacterized protein GVI51_I10791 [[Candida] glabrata]	specific	403079	23	334	1.1059e-43	162.784	pfam11765	Hyphal_reg_CWP	 - 	cl13246
Q#190 - >QHS67887.1 AWP2 [[Candida] glabrata]	superfamily	403079	27	330	1.55766e-34	134.664	cl13246	Hyphal_reg_CWP superfamily	 - 	 - 
Q#190 - >QHS67887.1 AWP2 [[Candida] glabrata]	superfamily	282904	363	808	0.00100998	42.596	cl37540	Herpes_BLLF1 superfamily	N	 - 
Q#191 - >QHS68452.1 uncharacterized protein GVI51_L00055 [[Candida] glabrata]	specific	403079	20	331	1.06878e-49	180.503	pfam11765	Hyphal_reg_CWP	 - 	cl13246
Q#192 - >QHS66001.1 uncharacterized protein GVI51_F08789 [[Candida] glabrata]	specific	403079	37	357	3.42013e-48	175.11	pfam11765	Hyphal_reg_CWP	 - 	cl13246
Q#192 - >QHS66001.1 uncharacterized protein GVI51_F08789 [[Candida] glabrata]	superfamily	407690	526	908	3.69887e-05	48.0323	cl39316	DUF5585 superfamily	 - 	 - 
Q#193 - >QHS69029.1 AWP4 [[Candida] glabrata]	specific	403079	20	331	2.61903e-45	167.021	pfam11765	Hyphal_reg_CWP	 - 	cl13246
Q#194 - >QHS64595.1 uncharacterized protein GVI51_B00011 [[Candida] glabrata]	superfamily	403079	10	319	3.58481e-37	142.368	cl13246	Hyphal_reg_CWP superfamily	 - 	 - 
Q#194 - >QHS64595.1 uncharacterized protein GVI51_B00011 [[Candida] glabrata]	superfamily	282904	552	924	0.00148937	42.596	cl37540	Herpes_BLLF1 superfamily	NC	 - 
Q#195 - >QHS64811.1 uncharacterized protein GVI51_B04983 [[Candida] glabrata]	specific	403079	19	332	9.98172e-43	160.087	pfam11765	Hyphal_reg_CWP	 - 	cl13246
Q#196 - >QHS65049.1 uncharacterized protein GVI51_D00011 [[Candida] glabrata]	specific	403079	28	331	2.37165e-45	168.177	pfam11765	Hyphal_reg_CWP	 - 	cl13246
Q#197 - >QHS66441.1 uncharacterized protein GVI51_H00011 [[Candida] glabrata]	superfamily	403079	20	299	1.27818e-37	145.065	cl13246	Hyphal_reg_CWP superfamily	 - 	 - 
Q#198 - >QHS65618.1 uncharacterized protein GVI51_F00033 [[Candida] glabrata]	specific	403079	21	332	6.7933e-42	158.547	pfam11765	Hyphal_reg_CWP	 - 	cl13246
Q#199 - >BN123_NABA0s29e06380g1_1 some similarites with uniprot|Q6FUW7 Candida glabrata CAGL0E06600g	superfamily	403079	24	327	3.06284e-41	154.309	cl13246	Hyphal_reg_CWP superfamily	 - 	 - 
Q#200 - >BN124_NADE0s03e05775g1_1 similar to uniprot|A7WPK1|A7WPK1_KLUDE Kluyveromyces delphensis hpf1 Putative uncharacterized protein hpf1	superfamily	403079	18	360	8.73807e-19	88.4402	cl13246	Hyphal_reg_CWP superfamily	 - 	 - 
Q#201 - >BN124_NADE0s03e00110g1_1 weakly similar to uniprot|A7WPK1|A7WPK1_KLUDE Kluyveromyces delphensis hpf1 Putative uncharacterized protein hpf1	superfamily	403079	41	360	3.34472e-17	83.8178	cl13246	Hyphal_reg_CWP superfamily	 - 	 - 
Q#202 - >BN122_CANI0s04e00110g1_1 weakly similar to uniprot|Q6FUW7 Candida glabrata CAGL0E06600g	specific	403079	13	330	5.42668e-65	221.334	pfam11765	Hyphal_reg_CWP	 - 	cl13246
Q#202 - >BN122_CANI0s04e00110g1_1 weakly similar to uniprot|Q6FUW7 Candida glabrata CAGL0E06600g	specific	395499	345	381	1.27523e-05	42.879	pfam00624	Flocculin	 - 	cl09259
Q#203 - >BN119_CABR0s21e03234g1_1 weakly similar to uniprot|Q6FUW7 Candida glabrata CAGL0E06600g	specific	403079	13	331	7.32802e-69	231.349	pfam11765	Hyphal_reg_CWP	 - 	cl13246
Q#203 - >BN119_CABR0s21e03234g1_1 weakly similar to uniprot|Q6FUW7 Candida glabrata CAGL0E06600g	specific	395499	346	382	7.3319e-05	40.5678	pfam00624	Flocculin	 - 	cl09259
Q#204 - >BN122_CANI0s18e03223g1_1 similar to uniprot|Q6FQC7|Q6FQC7_CANGA Candida glabrata CAGL0I07293g Similarity	specific	403079	15	329	4.10291e-86	264.091	pfam11765	Hyphal_reg_CWP	 - 	cl13246
Q#205 - >BN119_CABR0s31e03938g1_1 similar to uniprot|Q6FQC7 Candida glabrata CAGL0I07293g	specific	403079	19	328	1.65785e-82	254.461	pfam11765	Hyphal_reg_CWP	 - 	cl13246
Q#206 - >BN124_NADE0s05e04136g1_1 conserved hypothetical protein; partial CDS overlaps gap region;	specific	403079	14	328	2.17338e-80	250.224	pfam11765	Hyphal_reg_CWP	 - 	cl13246
Q#206 - >BN124_NADE0s05e04136g1_1 conserved hypothetical protein; partial CDS overlaps gap region;	specific	395499	385	409	0.00106234	36.3306	pfam00624	Flocculin	C	cl09259
Q#207 - >BN121_CACA0s12e09086g1_1 weakly similar to uniprot|Q6FNG1|Q6FNG1_CANGA Candida glabrata CAGL0K00110g Similarities with uniprot|Q08294 Saccharomyces cerevisiae YOL155c	specific	403079	15	326	4.98528e-59	195.141	pfam11765	Hyphal_reg_CWP	 - 	cl13246
Q#208 - >BN121_CACA0s05e11539g1_1 weakly similar to uniprot|Q6FNG1 Candida glabrata CAGL0K00110g	specific	403079	15	324	4.49624e-56	193.985	pfam11765	Hyphal_reg_CWP	 - 	cl13246
Q#209 - >SAKL0C00330g1_1 weakly similar to uniprot|P40442 Saccharomyces cerevisiae YIL169C Putative protein of unknown function; serine/threonine rich and highly similar to YOL155C, a putative glucan alpha-1,4-glucosidase; transcript is induced in both high and low pH environments; YIL169C is a non-essential gene	specific	403079	28	336	8.33709e-77	256.772	pfam11765	Hyphal_reg_CWP	 - 	cl13246
Q#210 - >BN121_CACA0s29e00143g1_1 weakly similar to uniprot|A5DD63|A5DD63_PICGU Pichia guilliermondii PGUG_01214 Putative uncharacterized protein	specific	403079	15	324	1.91952e-55	192.444	pfam11765	Hyphal_reg_CWP	 - 	cl13246
Q#211 - >BN121_CACA0s21e06930g1_1 weakly similar to uniprot|P40442 SACE0I00198g YIL169C Saccharomyces cerevisiae Putative protein of unknown function	specific	403079	81	387	3.22182e-62	205.926	pfam11765	Hyphal_reg_CWP	 - 	cl13246
Q#212 - >BN121_CACA0s22e00132g1_1 weakly similar to uniprot|C5M4U4|C5M4U4_CANTT Candida tropicalis CTRG_01922 Predicted protein	superfamily	403079	9	225	6.97478e-36	133.509	cl13246	Hyphal_reg_CWP superfamily	N	 - 
Q#213 - >BN121_CACA0s05e11550g1_1 weakly similar to uniprot|Q6FNG1 Candida glabrata CAGL0K00110g	superfamily	403079	18	203	1.80054e-26	108.085	cl13246	Hyphal_reg_CWP superfamily	N	 - 
Q#213 - >BN121_CACA0s05e11550g1_1 weakly similar to uniprot|Q6FNG1 Candida glabrata CAGL0K00110g	superfamily	407690	231	356	7.42342e-05	44.5655	cl39316	DUF5585 superfamily	NC	 - 
Q#214 - >BN124_NADE0s05e05918g1_1 weakly similar to uniprot|Q6FNG1 Candida glabrata CAGL0K00110g	specific	403079	20	343	7.08984e-47	170.488	pfam11765	Hyphal_reg_CWP	 - 	cl13246
Q#215 - >PIS52481.1 hypothetical protein B9J08_004098 [[Candida] auris]	specific	403079	14	318	1.07014e-67	230.964	pfam11765	Hyphal_reg_CWP	 - 	cl13246
