Accession,Organism,Query,Rank Per Query,Rank Per Subject,Align Length,E-Value,Score,Identity,Query Coverage
CLUG_05597-t34_1-p1,Clavispora lusitaniae ATCC 42720,Caur_Hil1,130,2,335,3.85517e-16,83.1889,0.29253731343283584,0.9715189873417721
QEL62783.1,Candida auris strain B11245,Calb_Hyr1,130,2,290,4.00577e-15,81.2629,0.2896551724137931,0.8796296296296297
CAGL0B05126g-T-p1,Candida glabrata CBS 138,Cgla_Hyr1,130,1,211,0.00000291313,52.7582,0.2890995260663507,0.6189024390243902
CPAR2_106920-T-p1,Candida parapsilosis CDC317,Caur_Hil1,131,2,331,3.96938e-16,83.5741,0.2628398791540785,0.939873417721519
PSK79720.1,Candida auris strain B11243,Calb_Hyr1,131,2,290,4.00577e-15,81.2629,0.2896551724137931,0.8796296296296297
CXQ87_005017-t45_1-p1,Candida duobushaemulonis strain B09383,Cgla_Hyr1,131,3,288,0.00000352745,54.299,0.2916666666666667,0.7682926829268293
CPAR2_404110-T-p1,Candida parapsilosis CDC317,Caur_Hil1,132,2,285,5.19965e-16,83.1889,0.26666666666666666,0.8449367088607594
PIS50647.1,Candida auris strain B11221,Calb_Hyr1,132,2,324,4.08832e-15,81.6481,0.2716049382716049,0.9660493827160493
CXQ85_000013-t46_1-p1,Candida haemulonis B11899,Cgla_Hyr1,132,3,290,0.0000037154,53.9138,0.2793103448275862,0.8536585365853658
CPAR2_301310-T-p1,Candida parapsilosis CDC317,Caur_Hil1,133,2,321,2.26342e-15,81.2629,0.2585669781931464,0.9367088607594937
PIS50648.1,Candida auris strain B11221,Calb_Hyr1,133,2,293,4.15076e-15,81.2629,0.27986348122866894,0.8827160493827161
CTRG_01923-t43_1-p1,Candida tropicalis MYA-3404,Caur_Hil1,134,2,222,3.62304e-15,81.6481,0.30180180180180183,0.6487341772151899
B9J08_004451-t37_1-p1,Candida auris strain B8441,Calb_Hyr1,134,2,210,4.31249e-15,81.2629,0.3,0.6327160493827161
KAG5419937.1,Candida metapsilosis BP57,Caur_Hil1,135,2,307,4.60881e-15,80.1073,0.26384364820846906,0.8924050632911392
QEO24533.1,Candida auris strain B11220,Calb_Hyr1,135,2,290,4.47735e-15,81.2629,0.2896551724137931,0.8796296296296297
KAG5419966.1,Candida metapsilosis BP57,Caur_Hil1,136,2,215,4.64224e-15,77.7962,0.28837209302325584,0.6329113924050633
PSK76858.1,Candida auris strain B11243,Calb_Hyr1,136,2,293,4.55884e-15,80.8777,0.27986348122866894,0.8827160493827161
KAG5419410.1,Candida metapsilosis BP57,Caur_Hil1,137,2,302,5.87598e-15,80.1073,0.26490066225165565,0.8924050632911392
KND98529.2,Candida auris strain 6684,Calb_Hyr1,137,2,210,4.60005e-15,80.8777,0.3,0.6327160493827161
CTRG_06222-t43_1-p1,Candida tropicalis MYA-3404,Caur_Hil1,138,2,332,6.84507e-15,78.9518,0.26506024096385544,0.990506329113924
B9J08_004109-t37_1-p1,Candida auris strain B8441,Calb_Hyr1,138,2,324,4.85594e-15,81.2629,0.2716049382716049,0.9660493827160493
CTMYA2_051720.t1-p1,Candida tropicalis MYA-3404 2020,Caur_Hil1,139,2,332,6.84507e-15,78.9518,0.26506024096385544,0.990506329113924
PIS50975.1,Candida auris strain B11221,Calb_Hyr1,139,2,210,5.04438e-15,80.8777,0.3,0.6327160493827161
KAG5419409.1,Candida metapsilosis BP57,Caur_Hil1,140,2,298,7.40047e-15,79.7221,0.26174496644295303,0.8860759493670886
PSK33672.1,Candida pseudohaemulonii strain B12108,Calb_Hyr1,140,2,306,5.63572e-15,80.8777,0.29411764705882354,0.9166666666666666
C3_00600W_A-T-p1,Candida albicans SC5314,Caur_Hil1,141,2,333,8.85615e-15,79.7221,0.26126126126126126,0.9841772151898734
CXQ87_005334-t45_1-p1,Candida duobushaemulonis strain B09383,Calb_Hyr1,141,2,306,5.88232e-15,80.8777,0.28104575163398693,0.9166666666666666
KRZ99010.1,Debaryomyces fabryi CBS 789,Caur_Hil1,142,1,271,1.32276e-14,78.9518,0.3247232472324723,0.7531645569620253
CAR65428.1,Debaryomyces hansenii CBS767,Calb_Hyr1,142,2,231,7.36259e-15,80.8777,0.3203463203463203,0.6666666666666666
C3_00580W_A-T-p1,Candida albicans SC5314,Caur_Hil1,143,2,317,1.45701e-14,79.337,0.24290220820189273,0.9367088607594937
CXQ85_000013-t46_1-p1,Candida haemulonis B11899,Calb_Hyr1,143,2,296,8.12751e-15,80.4925,0.28040540540540543,0.8858024691358025
CPAR2_301290-T-p1,Candida parapsilosis CDC317,Caur_Hil1,144,2,326,1.69635e-14,78.5666,0.2607361963190184,0.939873417721519
PSK79348.1,Candida auris strain B11243,Calb_Hyr1,144,2,213,8.17167e-15,80.1073,0.2863849765258216,0.6388888888888888
CPAR2_106910-T-p1,Candida parapsilosis CDC317,Caur_Hil1,145,2,288,1.77355e-14,78.5666,0.2534722222222222,0.8417721518987342
B9J08_004100-t37_1-p1,Candida auris strain B8441,Calb_Hyr1,145,2,213,8.27651e-15,80.4925,0.2863849765258216,0.6388888888888888
KAG5418848.1,Candida metapsilosis BP57,Caur_Hil1,146,2,318,2.37558e-14,78.9518,0.2861635220125786,0.9430379746835443
PSK33719.1,Candida pseudohaemulonii strain B12108,Calb_Hyr1,146,2,201,8.80465e-15,80.4925,0.31343283582089554,0.5925925925925926
CTRG_04685-t43_1-p1,Candida tropicalis MYA-3404,Caur_Hil1,147,3,314,2.85689e-14,78.1814,0.267515923566879,0.9525316455696202
PIS48192.1,Candida auris strain B11221,Calb_Hyr1,147,2,213,1.148e-14,79.7221,0.2863849765258216,0.6388888888888888
CTRG_02188-t43_1-p1,Candida tropicalis MYA-3404,Caur_Hil1,148,2,310,4.14513e-14,77.7962,0.2645161290322581,0.9367088607594937
PSK76857.1,Candida auris strain B11243,Calb_Hyr1,148,2,324,2.13778e-14,79.337,0.26851851851851855,0.9660493827160493
CTMYA2_051080.t1-p1,Candida tropicalis MYA-3404 2020,Caur_Hil1,149,2,310,4.14513e-14,77.7962,0.2645161290322581,0.9367088607594937
CXQ87_001664-t45_1-p1,Candida duobushaemulonis strain B09383,Calb_Hyr1,149,2,213,2.6233e-14,79.337,0.2863849765258216,0.6388888888888888
CTRG_00291-t43_1-p1,Candida tropicalis MYA-3404,Caur_Hil1,150,3,197,4.22145e-14,77.7962,0.29949238578680204,0.5759493670886076
PSK35850.1,Candida pseudohaemulonii strain B12108,Calb_Hyr1,150,2,322,6.38676e-14,77.411,0.2795031055900621,0.9506172839506173
CTMYA2_028340.t1-p1,Candida tropicalis MYA-3404 2020,Caur_Hil1,151,2,273,5.13322e-14,76.2554,0.2783882783882784,0.8354430379746836
QEL57973.1,Candida auris strain B11245,Calb_Hyr1,151,2,309,1.22125e-13,77.0258,0.27184466019417475,0.9166666666666666
KAG5419939.1,Candida metapsilosis BP57,Caur_Hil1,152,2,335,6.35018e-14,77.0258,0.2537313432835821,0.9778481012658228
PSK41664.1,Candida pseudohaemulonii strain B12108,Calb_Hyr1,152,2,293,1.32416e-13,77.0258,0.24573378839590443,0.8858024691358025
CPAR2_404120-T-p1,Candida parapsilosis CDC317,Caur_Hil1,153,2,329,2.78659e-13,75.0998,0.25835866261398177,0.9430379746835443
CXQ85_003766-t46_1-p1,Candida haemulonis B11899,Calb_Hyr1,153,2,214,2.15349e-13,76.2554,0.2803738317757009,0.6358024691358025
CPAR2_301320-T-p1,Candida parapsilosis CDC317,Caur_Hil1,154,2,333,4.2597e-13,74.3294,0.26126126126126126,0.9493670886075949
CLUG_01204-t34_1-p1,Clavispora lusitaniae ATCC 42720,Calb_Hyr1,154,1,221,2.43234e-13,73.1738,0.2669683257918552,0.6481481481481481
CAR65602.1,Debaryomyces hansenii CBS767,Caur_Hil1,155,1,266,4.66049e-13,75.0998,0.33458646616541354,0.7373417721518988
CXQ85_002807-t46_1-p1,Candida haemulonis B11899,Calb_Hyr1,155,2,233,2.98405e-13,75.485,0.2703862660944206,0.6728395061728395
CLUG_04844-t34_1-p1,Clavispora lusitaniae ATCC 42720,Caur_Hil1,156,1,290,5.27236e-13,74.7146,0.29310344827586204,0.879746835443038
EDK43957.1,Lodderomyces elongisporus NRRL YB-4239,Calb_Hyr1,156,1,226,6.27357e-13,74.7146,0.27876106194690264,0.6697530864197531
CAX42584.1,Candida dubliniensis CD36,Caur_Hil1,157,2,307,9.7572e-13,73.9442,0.2671009771986971,0.9050632911392406
CXQ87_005017-t45_1-p1,Candida duobushaemulonis strain B09383,Calb_Hyr1,157,2,187,1.18165e-12,73.9442,0.31016042780748665,0.558641975308642
CPAR2_301300-T-p1,Candida parapsilosis CDC317,Caur_Hil1,158,2,338,1.40106e-12,72.7886,0.257396449704142,0.9462025316455697
PSK37586.1,Candida pseudohaemulonii strain B12108,Calb_Hyr1,158,2,213,1.31423e-12,73.9442,0.27699530516431925,0.6388888888888888
KAG5422146.1,Candida metapsilosis BP57,Caur_Hil1,159,2,334,7.90989e-12,71.633,0.25449101796407186,0.9778481012658228
CXQ85_003757-t46_1-p1,Candida haemulonis B11899,Calb_Hyr1,159,2,222,2.43969e-12,73.1738,0.28378378378378377,0.6604938271604939
CTRG_02201-t43_1-p1,Candida tropicalis MYA-3404,Caur_Hil1,160,2,332,1.24189e-11,70.8626,0.27710843373493976,0.9873417721518988
CLUG_05607-t34_1-p1,Clavispora lusitaniae ATCC 42720,Calb_Hyr1,160,1,226,2.79103e-12,72.7886,0.28761061946902655,0.6419753086419753
CTMYA2_050950.t1-p1,Candida tropicalis MYA-3404 2020,Caur_Hil1,161,2,332,1.24189e-11,70.8626,0.27710843373493976,0.9873417721518988
CXQ85_004563-t46_1-p1,Candida haemulonis B11899,Calb_Hyr1,161,2,306,3.82644e-12,72.4034,0.2647058823529412,0.9166666666666666
CLUG_05593-t34_1-p1,Clavispora lusitaniae ATCC 42720,Caur_Hil1,162,2,311,1.55067e-11,70.0922,0.2797427652733119,0.9082278481012658
CAG91149.1,Debaryomyces hansenii CBS767,Calb_Hyr1,162,2,301,5.60444e-12,71.633,0.27906976744186046,0.8827160493827161
CPAR2_301330-T-p1,Candida parapsilosis CDC317,Caur_Hil1,163,2,282,1.90505e-11,69.707,0.24113475177304963,0.8386075949367089
CAGL0I11011g-T-p1,Candida glabrata CBS 138,Calb_Hyr1,163,2,335,6.5618e-12,71.633,0.28059701492537314,0.9907407407407407
QNG14727.1,Candida glabrata BG2,Caur_Hil1,164,3,325,7.14131e-11,68.5514,0.28923076923076924,0.9177215189873418
QEL59874.1,Candida auris strain B11245,Calb_Hyr1,164,2,216,6.8758e-12,71.633,0.2777777777777778,0.6358024691358025
CAGL0I07293g-T-p1,Candida glabrata CBS 138,Caur_Hil1,165,3,325,7.937e-11,68.5514,0.28307692307692306,0.9177215189873418
PSK76051.1,Candida auris strain B11243,Calb_Hyr1,165,2,216,7.17131e-12,71.633,0.2777777777777778,0.6358024691358025
CLUG_05601-t34_1-p1,Clavispora lusitaniae ATCC 42720,Caur_Hil1,166,1,300,1.26618e-10,67.3958,0.30333333333333334,0.8765822784810127
CLUG_04844-t34_1-p1,Clavispora lusitaniae ATCC 42720,Calb_Hyr1,166,2,207,1.14822e-11,70.8626,0.30917874396135264,0.6172839506172839
CTRG_05066-t43_1-p1,Candida tropicalis MYA-3404,Caur_Hil1,167,3,318,1.47122e-10,67.0106,0.27044025157232704,0.9683544303797469
PSK33774.1,Candida pseudohaemulonii strain B12108,Calb_Hyr1,167,2,305,1.75861e-11,70.0922,0.25901639344262295,0.9135802469135802
KAG5422147.1,Candida metapsilosis BP57,Caur_Hil1,168,2,298,1.61977e-10,67.3958,0.25838926174496646,0.8829113924050633
QNG13326.1,Candida glabrata BG2,Calb_Hyr1,168,1,230,3.28005e-11,69.707,0.32608695652173914,0.6728395061728395
CTRG_05200-t43_1-p1,Candida tropicalis MYA-3404,Caur_Hil1,169,2,156,2.17062e-9,63.929,0.3269230769230769,0.4525316455696203
QNG12756.1,Candida glabrata BG2,Calb_Hyr1,169,2,308,1.41682e-10,67.781,0.288961038961039,0.9166666666666666
CTMYA2_057850.t1-p1,Candida tropicalis MYA-3404 2020,Caur_Hil1,170,2,156,2.84172e-9,63.5438,0.3269230769230769,0.4525316455696203
PSK38400.1,Candida pseudohaemulonii strain B12108,Calb_Hyr1,170,2,228,3.16576e-10,66.6254,0.2719298245614035,0.6851851851851852
CLUG_05606-t34_1-p1,Clavispora lusitaniae ATCC 42720,Caur_Hil1,171,3,327,3.27385e-9,63.1586,0.2691131498470948,0.9620253164556962
QNG14880.1,Candida glabrata BG2,Calb_Hyr1,171,2,284,3.2471e-10,66.6254,0.29225352112676056,0.8333333333333334
CAGL0E06600g-T-p1,Candida glabrata CBS 138,Caur_Hil1,172,3,335,5.96274e-9,62.3882,0.2865671641791045,0.9873417721518988
PIS56524.1,Candida auris strain B11221,Calb_Hyr1,172,2,215,4.43628e-10,66.2402,0.26976744186046514,0.6327160493827161
QNG13321.1,Candida glabrata BG2,Caur_Hil1,173,3,335,7.33859e-9,62.3882,0.2865671641791045,0.9873417721518988
CAGL0L00227g-T-p1,Candida glabrata CBS 138,Calb_Hyr1,173,2,308,4.45783e-10,66.2402,0.288961038961039,0.9166666666666666
CPAR2_806420-T-p1,Candida parapsilosis CDC317,Caur_Hil1,174,2,174,4.2971e-8,60.077,0.3563218390804598,0.5253164556962026
B9J08_001531-t37_1-p1,Candida auris strain B8441,Calb_Hyr1,174,2,215,4.9e-10,65.855,0.26976744186046514,0.6327160493827161
CAH02569.1,Kluyveromyces lactis NRRL Y-1140,Caur_Hil1,175,3,323,4.72881e-8,59.6918,0.2724458204334365,0.9556962025316456
KND99597.2,Candida auris strain 6684,Calb_Hyr1,175,2,215,4.9e-10,65.855,0.26976744186046514,0.6327160493827161
CLUG_05233-t34_1-p1,Clavispora lusitaniae ATCC 42720,Caur_Hil1,176,3,288,1.47383e-7,58.151,0.2673611111111111,0.8575949367088608
PSK33775.1,Candida pseudohaemulonii strain B12108,Calb_Hyr1,176,2,315,6.72004e-10,65.4698,0.27936507936507937,0.9166666666666666
KAG5418847.1,Candida metapsilosis BP57,Caur_Hil1,177,3,275,2.94877e-7,57.3806,0.26545454545454544,0.8132911392405063
CXQ85_003952-t46_1-p1,Candida haemulonis B11899,Calb_Hyr1,177,2,304,1.49025e-9,64.6994,0.2532894736842105,0.9074074074074074
CTMYA2_059160.t1-p1,Candida tropicalis MYA-3404 2020,Caur_Hil1,178,3,320,5.85125e-7,56.6102,0.271875,0.9683544303797469
QNG14607.1,Candida glabrata BG2,Calb_Hyr1,178,2,228,3.15743e-9,63.5438,0.32894736842105265,0.6728395061728395
QNG12756.1,Candida glabrata BG2,Caur_Hil1,179,3,262,0.00000910924,52.7582,0.24427480916030533,0.7816455696202531
QNG16707.1,Candida glabrata BG2,Calb_Hyr1,179,1,170,4.83945e-9,62.7734,0.34705882352941175,0.49382716049382713
QNG12312.1,Candida glabrata BG2,Calb_Hyr1,180,2,339,8.07301e-9,62.3882,0.2713864306784661,0.9845679012345679
CLUG_05601-t34_1-p1,Clavispora lusitaniae ATCC 42720,Calb_Hyr1,181,2,295,9.16426e-9,62.003,0.2677966101694915,0.8672839506172839
CXQ85_004198-t46_1-p1,Candida haemulonis B11899,Calb_Hyr1,182,2,215,1.87651e-8,60.8474,0.25116279069767444,0.6327160493827161
CXQ87_001485-t45_1-p1,Candida duobushaemulonis strain B09383,Calb_Hyr1,183,2,204,3.90411e-8,60.077,0.25980392156862747,0.6111111111111112
CXQ87_004674-t45_1-p1,Candida duobushaemulonis strain B09383,Calb_Hyr1,184,2,309,4.44797e-8,60.077,0.26537216828478966,0.9166666666666666
CAGL0D00116g-T-p1,Candida glabrata CBS 138,Calb_Hyr1,185,1,260,4.59832e-8,58.5362,0.28846153846153844,0.7932098765432098
CXQ87_003243-t45_1-p1,Candida duobushaemulonis strain B09383,Calb_Hyr1,186,2,257,5.26365e-8,59.6918,0.2529182879377432,0.6728395061728395
QNG12526.1,Candida glabrata BG2,Calb_Hyr1,187,2,165,5.37368e-8,59.6918,0.32727272727272727,0.4783950617283951
CAGL0F00116g-T-p1,Candida glabrata CBS 138,Calb_Hyr1,188,1,161,8.56671e-8,56.6102,0.33540372670807456,0.49074074074074076
CAGL0K00110g-T-p1,Candida glabrata CBS 138,Calb_Hyr1,189,2,237,1.32226e-7,58.5362,0.29957805907172996,0.6728395061728395
QNG15396.1,Candida glabrata BG2,Calb_Hyr1,190,2,237,1.41237e-7,58.151,0.29957805907172996,0.6728395061728395
CXQ85_005377-t46_1-p1,Candida haemulonis B11899,Calb_Hyr1,191,2,213,4.03578e-7,56.9954,0.24882629107981222,0.6327160493827161
QNG15395.1,Candida glabrata BG2,Calb_Hyr1,192,2,289,4.65881e-7,56.9954,0.28027681660899656,0.845679012345679
CXQ85_003762-t46_1-p1,Candida haemulonis B11899,Calb_Hyr1,193,2,223,4.86836e-7,56.9954,0.26905829596412556,0.6697530864197531
PSK38520.1,Candida pseudohaemulonii strain B12108,Calb_Hyr1,194,2,262,5.44293e-7,56.6102,0.24427480916030533,0.6728395061728395
EDK47524.1,Lodderomyces elongisporus NRRL YB-4239,Calb_Hyr1,195,1,204,0.00000181431,53.1434,0.25980392156862747,0.6265432098765432
QNG14140.1,Candida glabrata BG2,Calb_Hyr1,196,2,189,0.0000026785,54.6842,0.30158730158730157,0.5617283950617284
