Accession,Organism,Query,Rank Per Query,Rank Per Subject,Align Length,E-Value,Score,Identity,Query Coverage
CAX40844.1,Candida dubliniensis CD36,Cgla_Hyr1 XP_445977.1:14-341 uncharacterized protein CAGL0E06600g [[Candida] glabrata],87,3,344,2.43056e-11,70.0922,0.2703488372093023,0.9939024390243902
CR_03880W_B-T-p1,Candida albicans SC5314_B,Caur_Hil1 XP_028889033.1:12-327 uncharacterized protein CJI97_004172 [[Candida] auris],88,2,334,2.02892e-31,129.028,0.30538922155688625,0.9936708860759493
CAWG_02395-T-p1,Candida albicans WO-1,Calb_Hyr1 XP_722183.2:11-334 Hyr1p [Candida albicans SC5314],88,1,333,5.16931e-33,132.109,0.32432432432432434,0.9814814814814815
CPAR2_301290-T-p1,Candida parapsilosis CDC317,Cgla_Hyr1 XP_445977.1:14-341 uncharacterized protein CAGL0E06600g [[Candida] glabrata],88,3,322,3.4341e-11,68.9366,0.2608695652173913,0.9329268292682927
CAX44107.1,Candida dubliniensis CD36,Caur_Hil1 XP_028889033.1:12-327 uncharacterized protein CJI97_004172 [[Candida] auris],89,2,339,3.08227e-31,128.642,0.32448377581120946,0.990506329113924
C3_00600W_B-T-p1,Candida albicans SC5314_B,Calb_Hyr1 XP_722183.2:11-334 Hyr1p [Candida albicans SC5314],89,1,333,1.58769e-32,130.954,0.32432432432432434,0.9814814814814815
CAR65428.1,Debaryomyces hansenii CBS767,Cgla_Hyr1 XP_445977.1:14-341 uncharacterized protein CAGL0E06600g [[Candida] glabrata],89,3,310,4.03729e-11,69.3218,0.3032258064516129,0.8902439024390244
CTRG_04224-t43_1-p1,Candida tropicalis MYA-3404,Caur_Hil1 XP_028889033.1:12-327 uncharacterized protein CJI97_004172 [[Candida] auris],90,2,337,7.54827e-31,127.487,0.314540059347181,0.9936708860759493
C3_00600W_A-T-p1,Candida albicans SC5314,Calb_Hyr1 XP_722183.2:11-334 Hyr1p [Candida albicans SC5314],90,1,333,1.58769e-32,130.954,0.32432432432432434,0.9814814814814815
PSK33719.1,Candida pseudohaemulonii strain B12108,Cgla_Hyr1 XP_445977.1:14-341 uncharacterized protein CAGL0E06600g [[Candida] glabrata],90,3,290,5.26137e-11,68.9366,0.2896551724137931,0.7682926829268293
CAX39606.1,Candida dubliniensis CD36,Caur_Hil1 XP_028889033.1:12-327 uncharacterized protein CJI97_004172 [[Candida] auris],91,2,326,8.47872e-31,127.487,0.31901840490797545,0.9683544303797469
KAG5422147.1,Candida metapsilosis BP57,Calb_Hyr1 XP_722183.2:11-334 Hyr1p [Candida albicans SC5314],91,1,275,1.18897e-31,130.568,0.3490909090909091,0.8240740740740741
CLUG_05597-t34_1-p1,Clavispora lusitaniae ATCC 42720,Cgla_Hyr1 XP_445977.1:14-341 uncharacterized protein CAGL0E06600g [[Candida] glabrata],91,3,305,7.36366e-11,67.781,0.30491803278688523,0.9024390243902439
CAWG_01699-T-p1,Candida albicans WO-1,Caur_Hil1 XP_028889033.1:12-327 uncharacterized protein CJI97_004172 [[Candida] auris],92,2,334,1.20049e-30,127.102,0.30538922155688625,0.9936708860759493
C3_00580W_A-T-p1,Candida albicans SC5314,Calb_Hyr1 XP_722183.2:11-334 Hyr1p [Candida albicans SC5314],92,1,328,9.3863e-31,126.716,0.31097560975609756,0.9753086419753086
CPAR2_106920-T-p1,Candida parapsilosis CDC317,Cgla_Hyr1 XP_445977.1:14-341 uncharacterized protein CAGL0E06600g [[Candida] glabrata],92,3,315,1.134e-10,67.3958,0.26666666666666666,0.9115853658536586
CR_03630W_A-T-p1,Candida albicans SC5314,Caur_Hil1 XP_028889033.1:12-327 uncharacterized protein CJI97_004172 [[Candida] auris],93,2,334,1.2922e-30,126.716,0.3023952095808383,0.9936708860759493
CAWG_02393-T-p1,Candida albicans WO-1,Calb_Hyr1 XP_722183.2:11-334 Hyr1p [Candida albicans SC5314],93,1,328,1.06651e-30,126.331,0.31097560975609756,0.9753086419753086
EDK47470.1,Lodderomyces elongisporus NRRL YB-4239,Cgla_Hyr1 XP_445977.1:14-341 uncharacterized protein CAGL0E06600g [[Candida] glabrata],93,3,341,1.56433e-10,67.781,0.24926686217008798,1
CAX41550.1,Candida dubliniensis CD36,Caur_Hil1 XP_028889033.1:12-327 uncharacterized protein CJI97_004172 [[Candida] auris],94,2,337,1.53235e-30,126.716,0.32344213649851633,0.9936708860759493
CPAR2_106910-T-p1,Candida parapsilosis CDC317,Calb_Hyr1 XP_722183.2:11-334 Hyr1p [Candida albicans SC5314],94,1,310,3.43663e-30,122.865,0.2967741935483871,0.9166666666666666
CLUG_05606-t34_1-p1,Clavispora lusitaniae ATCC 42720,Cgla_Hyr1 XP_445977.1:14-341 uncharacterized protein CAGL0E06600g [[Candida] glabrata],94,2,295,1.9652e-10,67.0106,0.3050847457627119,0.8658536585365854
CAWG_03173-T-p1,Candida albicans WO-1,Caur_Hil1 XP_028889033.1:12-327 uncharacterized protein CJI97_004172 [[Candida] auris],95,2,334,3.02295e-30,125.946,0.32335329341317365,0.9936708860759493
CTRG_06222-t43_1-p1,Candida tropicalis MYA-3404,Calb_Hyr1 XP_722183.2:11-334 Hyr1p [Candida albicans SC5314],95,1,326,3.69307e-30,121.324,0.2822085889570552,1
QNG14607.1,Candida glabrata BG2,Cgla_Hyr1 XP_445977.1:14-341 uncharacterized protein CAGL0E06600g [[Candida] glabrata],95,1,333,2.00645e-10,67.3958,0.3003003003003003,0.9634146341463414
KAG5422149.1,Candida metapsilosis BP57,Caur_Hil1 XP_028889033.1:12-327 uncharacterized protein CJI97_004172 [[Candida] auris],96,2,336,4.14656e-30,125.561,0.3244047619047619,0.9873417721518988
KAA8904749.1,Diutina rugosa CBS 613,Calb_Hyr1 XP_722183.2:11-334 Hyr1p [Candida albicans SC5314],96,1,310,5.07739e-29,122.479,0.33225806451612905,0.9012345679012346
C3_00580W_B-T-p1,Candida albicans SC5314_B,Cgla_Hyr1 XP_445977.1:14-341 uncharacterized protein CAGL0E06600g [[Candida] glabrata],96,3,292,3.51574e-10,66.6254,0.2773972602739726,0.8689024390243902
CAWG_01724-T-p1,Candida albicans WO-1,Caur_Hil1 XP_028889033.1:12-327 uncharacterized protein CJI97_004172 [[Candida] auris],97,2,334,5.4142e-30,125.176,0.3023952095808383,0.9936708860759493
CPAR2_600430-T-p1,Candida parapsilosis CDC317,Calb_Hyr1 XP_722183.2:11-334 Hyr1p [Candida albicans SC5314],97,1,277,6.08668e-29,122.479,0.3574007220216607,0.8271604938271605
PSK79346.1,Candida auris strain B11243,Cgla_Hyr1 XP_445977.1:14-341 uncharacterized protein CAGL0E06600g [[Candida] glabrata],97,3,270,3.51685e-10,66.6254,0.3148148148148148,0.7164634146341463
CAX40844.1,Candida dubliniensis CD36,Caur_Hil1 XP_028889033.1:12-327 uncharacterized protein CJI97_004172 [[Candida] auris],98,2,333,5.52363e-30,125.176,0.33933933933933935,0.9936708860759493
KAG5419967.1,Candida metapsilosis BP57,Calb_Hyr1 XP_722183.2:11-334 Hyr1p [Candida albicans SC5314],98,1,279,8.84759e-29,122.094,0.35125448028673834,0.8271604938271605
B9J08_004098-t37_1-p1,Candida auris strain B8441,Cgla_Hyr1 XP_445977.1:14-341 uncharacterized protein CAGL0E06600g [[Candida] glabrata],98,3,270,3.74635e-10,66.2402,0.3148148148148148,0.7164634146341463
CAX42469.1,Candida dubliniensis CD36,Caur_Hil1 XP_028889033.1:12-327 uncharacterized protein CJI97_004172 [[Candida] auris],99,2,334,6.54651e-30,124.79,0.3203592814371258,0.9936708860759493
C3_00580W_B-T-p1,Candida albicans SC5314_B,Calb_Hyr1 XP_722183.2:11-334 Hyr1p [Candida albicans SC5314],99,1,328,1.16617e-28,121.324,0.31097560975609756,0.9753086419753086
CTRG_01923-t43_1-p1,Candida tropicalis MYA-3404,Cgla_Hyr1 XP_445977.1:14-341 uncharacterized protein CAGL0E06600g [[Candida] glabrata],99,3,219,3.88329e-10,66.2402,0.3105022831050228,0.649390243902439
CTRG_05838-t43_1-p1,Candida tropicalis MYA-3404,Caur_Hil1 XP_028889033.1:12-327 uncharacterized protein CJI97_004172 [[Candida] auris],100,2,325,6.79811e-30,124.79,0.31384615384615383,0.9556962025316456
KAG5418847.1,Candida metapsilosis BP57,Calb_Hyr1 XP_722183.2:11-334 Hyr1p [Candida albicans SC5314],100,1,285,2.36237e-28,120.553,0.3368421052631579,0.8425925925925926
CTRG_02201-t43_1-p1,Candida tropicalis MYA-3404,Cgla_Hyr1 XP_445977.1:14-341 uncharacterized protein CAGL0E06600g [[Candida] glabrata],100,3,292,5.75405e-10,65.855,0.2808219178082192,0.8719512195121951
KAG5422150.1,Candida metapsilosis BP57,Caur_Hil1 XP_028889033.1:12-327 uncharacterized protein CJI97_004172 [[Candida] auris],101,2,335,1.07781e-29,124.405,0.32238805970149254,0.9873417721518988
CTRG_05200-t43_1-p1,Candida tropicalis MYA-3404,Calb_Hyr1 XP_722183.2:11-334 Hyr1p [Candida albicans SC5314],101,1,164,8.54284e-28,119.013,0.38414634146341464,0.4845679012345679
CPAR2_702650-T-p1,Candida parapsilosis CDC317,Cgla_Hyr1 XP_445977.1:14-341 uncharacterized protein CAGL0E06600g [[Candida] glabrata],101,3,317,9.83271e-10,64.3142,0.2586750788643533,0.9115853658536586
CAX39619.1,Candida dubliniensis CD36,Caur_Hil1 XP_028889033.1:12-327 uncharacterized protein CJI97_004172 [[Candida] auris],102,2,317,1.20078e-29,124.02,0.3217665615141956,0.9462025316455697
EDK44380.1,Lodderomyces elongisporus NRRL YB-4239,Calb_Hyr1 XP_722183.2:11-334 Hyr1p [Candida albicans SC5314],102,2,175,1.10998e-26,108.612,0.37714285714285717,0.5401234567901234
CAX44107.1,Candida dubliniensis CD36,Cgla_Hyr1 XP_445977.1:14-341 uncharacterized protein CAGL0E06600g [[Candida] glabrata],102,3,309,2.63681e-9,63.929,0.2588996763754045,0.9176829268292683
C4_06550C_A-T-p1,Candida albicans SC5314,Caur_Hil1 XP_028889033.1:12-327 uncharacterized protein CJI97_004172 [[Candida] auris],103,2,334,1.58907e-29,123.635,0.3203592814371258,0.9936708860759493
CTRG_02188-t43_1-p1,Candida tropicalis MYA-3404,Calb_Hyr1 XP_722183.2:11-334 Hyr1p [Candida albicans SC5314],103,1,308,2.42723e-26,114.39,0.288961038961039,0.9351851851851852
CXQ87_005018-t45_1-p1,Candida duobushaemulonis strain B09383,Cgla_Hyr1 XP_445977.1:14-341 uncharacterized protein CAGL0E06600g [[Candida] glabrata],103,3,360,4.70292e-9,63.1586,0.2861111111111111,0.9817073170731707
C4_06550C_B-T-p1,Candida albicans SC5314_B,Caur_Hil1 XP_028889033.1:12-327 uncharacterized protein CJI97_004172 [[Candida] auris],104,2,334,1.71426e-29,123.635,0.3203592814371258,0.9936708860759493
EDK47355.1,Lodderomyces elongisporus NRRL YB-4239,Calb_Hyr1 XP_722183.2:11-334 Hyr1p [Candida albicans SC5314],104,2,175,1.25936e-25,105.916,0.38285714285714284,0.5401234567901234
QNG13326.1,Candida glabrata BG2,Cgla_Hyr1 XP_445977.1:14-341 uncharacterized protein CAGL0E06600g [[Candida] glabrata],104,2,334,6.99452e-9,62.7734,0.2964071856287425,0.9634146341463414
EDK47355.1,Lodderomyces elongisporus NRRL YB-4239,Caur_Hil1 XP_028889033.1:12-327 uncharacterized protein CJI97_004172 [[Candida] auris],105,1,184,3.20024e-29,115.546,0.391304347826087,0.5664556962025317
CTRG_04685-t43_1-p1,Candida tropicalis MYA-3404,Calb_Hyr1 XP_722183.2:11-334 Hyr1p [Candida albicans SC5314],105,1,303,5.93289e-25,110.153,0.3069306930693069,0.9166666666666666
KAG5418847.1,Candida metapsilosis BP57,Cgla_Hyr1 XP_445977.1:14-341 uncharacterized protein CAGL0E06600g [[Candida] glabrata],105,2,260,1.09172e-8,61.6178,0.2692307692307692,0.7682926829268293
CPAR2_806410-T-p1,Candida parapsilosis CDC317,Caur_Hil1 XP_028889033.1:12-327 uncharacterized protein CJI97_004172 [[Candida] auris],106,2,336,4.67909e-29,122.479,0.32142857142857145,0.9873417721518988
CXQ87_005004-t45_1-p1,Candida duobushaemulonis strain B09383,Calb_Hyr1 XP_722183.2:11-334 Hyr1p [Candida albicans SC5314],106,2,304,2.9016e-24,108.612,0.3059210526315789,0.9166666666666666
QNG12526.1,Candida glabrata BG2,Cgla_Hyr1 XP_445977.1:14-341 uncharacterized protein CAGL0E06600g [[Candida] glabrata],106,1,335,1.20266e-8,62.003,0.28059701492537314,0.9512195121951219
EDK44380.1,Lodderomyces elongisporus NRRL YB-4239,Caur_Hil1 XP_028889033.1:12-327 uncharacterized protein CJI97_004172 [[Candida] auris],107,1,186,9.62592e-29,114.005,0.3978494623655914,0.5727848101265823
CAX42584.1,Candida dubliniensis CD36,Calb_Hyr1 XP_722183.2:11-334 Hyr1p [Candida albicans SC5314],107,1,300,1.86974e-23,106.301,0.30333333333333334,0.8888888888888888
CAG91149.1,Debaryomyces hansenii CBS767,Cgla_Hyr1 XP_445977.1:14-341 uncharacterized protein CAGL0E06600g [[Candida] glabrata],107,3,331,1.49376e-8,61.2326,0.29003021148036257,0.9603658536585366
CAWG_01434-T-p1,Candida albicans WO-1,Caur_Hil1 XP_028889033.1:12-327 uncharacterized protein CJI97_004172 [[Candida] auris],108,2,326,1.45071e-28,120.939,0.30368098159509205,0.9746835443037974
CPAR2_806400-T-p1,Candida parapsilosis CDC317,Calb_Hyr1 XP_722183.2:11-334 Hyr1p [Candida albicans SC5314],108,1,276,3.95482e-22,102.449,0.35507246376811596,0.8240740740740741
PSK75908.1,Candida auris strain B11243,Cgla_Hyr1 XP_445977.1:14-341 uncharacterized protein CAGL0E06600g [[Candida] glabrata],108,3,236,1.70139e-8,61.2326,0.2796610169491525,0.6798780487804879
CR_00760C_B-T-p1,Candida albicans SC5314_B,Caur_Hil1 XP_028889033.1:12-327 uncharacterized protein CJI97_004172 [[Candida] auris],109,2,326,1.56488e-28,120.939,0.30368098159509205,0.9746835443037974
CLUG_05597-t34_1-p1,Clavispora lusitaniae ATCC 42720,Calb_Hyr1 XP_722183.2:11-334 Hyr1p [Candida albicans SC5314],109,1,326,1.09683e-21,99.3673,0.27300613496932513,0.9537037037037037
CLUG_05233-t34_1-p1,Clavispora lusitaniae ATCC 42720,Cgla_Hyr1 XP_445977.1:14-341 uncharacterized protein CAGL0E06600g [[Candida] glabrata],109,2,260,2.44856e-8,60.8474,0.31153846153846154,0.7591463414634146
CR_00760C_A-T-p1,Candida albicans SC5314,Caur_Hil1 XP_028889033.1:12-327 uncharacterized protein CJI97_004172 [[Candida] auris],110,2,326,1.56488e-28,120.939,0.30368098159509205,0.9746835443037974
CLUG_05593-t34_1-p1,Clavispora lusitaniae ATCC 42720,Calb_Hyr1 XP_722183.2:11-334 Hyr1p [Candida albicans SC5314],110,1,323,4.73065e-20,95.9005,0.29102167182662536,0.9537037037037037
PIS56205.1,Candida auris strain B11221,Cgla_Hyr1 XP_445977.1:14-341 uncharacterized protein CAGL0E06600g [[Candida] glabrata],110,3,351,2.50463e-8,60.4622,0.2564102564102564,0.9939024390243902
KAA8902727.1,Diutina rugosa CBS 613,Caur_Hil1 XP_028889033.1:12-327 uncharacterized protein CJI97_004172 [[Candida] auris],111,2,320,9.70952e-28,114.775,0.315625,0.9588607594936709
CAGL0I07293g-T-p1,Candida glabrata CBS 138,Calb_Hyr1 XP_722183.2:11-334 Hyr1p [Candida albicans SC5314],111,2,306,6.53725e-20,95.9005,0.3006535947712418,0.904320987654321
B9J08_001155-t37_1-p1,Candida auris strain B8441,Cgla_Hyr1 XP_445977.1:14-341 uncharacterized protein CAGL0E06600g [[Candida] glabrata],111,3,351,2.52678e-8,60.4622,0.2564102564102564,0.9939024390243902
CAWG_04465-T-p1,Candida albicans WO-1,Caur_Hil1 XP_028889033.1:12-327 uncharacterized protein CJI97_004172 [[Candida] auris],112,2,336,1.0911e-27,118.242,0.30952380952380953,0.990506329113924
QNG14727.1,Candida glabrata BG2,Calb_Hyr1 XP_722183.2:11-334 Hyr1p [Candida albicans SC5314],112,2,306,8.25348e-20,95.5153,0.3006535947712418,0.904320987654321
KAA8898881.1,Diutina rugosa CBS 613,Cgla_Hyr1 XP_445977.1:14-341 uncharacterized protein CAGL0E06600g [[Candida] glabrata],112,3,232,2.68415e-8,59.6918,0.3103448275862069,0.6829268292682927
C5_00710W_A-T-p1,Candida albicans SC5314,Caur_Hil1 XP_028889033.1:12-327 uncharacterized protein CJI97_004172 [[Candida] auris],113,2,336,1.15932e-27,118.242,0.30952380952380953,0.990506329113924
B9J08_004098-t37_1-p1,Candida auris strain B8441,Calb_Hyr1 XP_722183.2:11-334 Hyr1p [Candida albicans SC5314],113,2,309,2.4904e-18,90.8929,0.2783171521035599,0.9166666666666666
CLUG_05593-t34_1-p1,Clavispora lusitaniae ATCC 42720,Cgla_Hyr1 XP_445977.1:14-341 uncharacterized protein CAGL0E06600g [[Candida] glabrata],113,3,261,3.0445e-8,60.077,0.32567049808429116,0.7591463414634146
CTRG_01926-t43_1-p1,Candida tropicalis MYA-3404,Caur_Hil1 XP_028889033.1:12-327 uncharacterized protein CJI97_004172 [[Candida] auris],114,2,346,2.22948e-27,117.472,0.31213872832369943,0.9936708860759493
PSK79346.1,Candida auris strain B11243,Calb_Hyr1 XP_722183.2:11-334 Hyr1p [Candida albicans SC5314],114,2,309,2.73296e-18,90.8929,0.2783171521035599,0.9166666666666666
CAX42584.1,Candida dubliniensis CD36,Cgla_Hyr1 XP_445977.1:14-341 uncharacterized protein CAGL0E06600g [[Candida] glabrata],114,3,299,3.10675e-8,60.4622,0.26421404682274247,0.8689024390243902
KAG5422148.1,Candida metapsilosis BP57,Caur_Hil1 XP_028889033.1:12-327 uncharacterized protein CJI97_004172 [[Candida] auris],115,2,325,2.74286e-27,117.087,0.31384615384615383,0.9556962025316456
CXQ87_001666-t45_1-p1,Candida duobushaemulonis strain B09383,Calb_Hyr1 XP_722183.2:11-334 Hyr1p [Candida albicans SC5314],115,2,306,4.22564e-18,90.1225,0.28104575163398693,0.9166666666666666
CTRG_02188-t43_1-p1,Candida tropicalis MYA-3404,Cgla_Hyr1 XP_445977.1:14-341 uncharacterized protein CAGL0E06600g [[Candida] glabrata],115,3,300,3.41123e-8,60.077,0.26666666666666666,0.8871951219512195
C5_00710W_B-T-p1,Candida albicans SC5314_B,Caur_Hil1 XP_028889033.1:12-327 uncharacterized protein CJI97_004172 [[Candida] auris],116,2,335,3.33418e-27,116.701,0.31343283582089554,0.990506329113924
CXQ87_005018-t45_1-p1,Candida duobushaemulonis strain B09383,Calb_Hyr1 XP_722183.2:11-334 Hyr1p [Candida albicans SC5314],116,2,319,1.39854e-17,88.9669,0.27586206896551724,0.9629629629629629
CAGL0D00116g-T-p1,Candida glabrata CBS 138,Cgla_Hyr1 XP_445977.1:14-341 uncharacterized protein CAGL0E06600g [[Candida] glabrata],116,2,255,5.91951e-8,58.5362,0.29411764705882354,0.7317073170731707
CAX41453.1,Candida dubliniensis CD36,Caur_Hil1 XP_028889033.1:12-327 uncharacterized protein CJI97_004172 [[Candida] auris],117,2,344,8.08304e-27,115.546,0.30523255813953487,0.9936708860759493
CXQ87_005009-t45_1-p1,Candida duobushaemulonis strain B09383,Calb_Hyr1 XP_722183.2:11-334 Hyr1p [Candida albicans SC5314],117,2,306,2.28586e-17,87.8113,0.2777777777777778,0.9166666666666666
KAG5419966.1,Candida metapsilosis BP57,Cgla_Hyr1 XP_445977.1:14-341 uncharacterized protein CAGL0E06600g [[Candida] glabrata],117,3,198,2.64149e-7,55.4546,0.30808080808080807,0.5762195121951219
CTRG_00233-t43_1-p1,Candida tropicalis MYA-3404,Caur_Hil1 XP_028889033.1:12-327 uncharacterized protein CJI97_004172 [[Candida] auris],118,2,333,2.48564e-26,114.39,0.2882882882882883,0.9873417721518988
CXQ85_004928-t46_1-p1,Candida haemulonis B11899,Calb_Hyr1 XP_722183.2:11-334 Hyr1p [Candida albicans SC5314],118,2,222,4.60276e-17,87.4261,0.30180180180180183,0.6666666666666666
CXQ87_005334-t45_1-p1,Candida duobushaemulonis strain B09383,Cgla_Hyr1 XP_445977.1:14-341 uncharacterized protein CAGL0E06600g [[Candida] glabrata],118,3,269,3.02046e-7,57.3806,0.30855018587360594,0.7957317073170732
KAA8904749.1,Diutina rugosa CBS 613,Caur_Hil1 XP_028889033.1:12-327 uncharacterized protein CJI97_004172 [[Candida] auris],119,2,291,6.68104e-26,113.235,0.3436426116838488,0.8892405063291139
PIS49873.1,Candida auris strain B11221,Calb_Hyr1 XP_722183.2:11-334 Hyr1p [Candida albicans SC5314],119,2,321,4.95555e-17,87.0409,0.26479750778816197,0.9629629629629629
CXQ87_001664-t45_1-p1,Candida duobushaemulonis strain B09383,Cgla_Hyr1 XP_445977.1:14-341 uncharacterized protein CAGL0E06600g [[Candida] glabrata],119,3,256,4.20828e-7,56.9954,0.296875,0.7073170731707317
CTRG_04426-t43_1-p1,Candida tropicalis MYA-3404,Caur_Hil1 XP_028889033.1:12-327 uncharacterized protein CJI97_004172 [[Candida] auris],120,2,334,6.82643e-23,104.375,0.3083832335329341,0.9810126582278481
B9J08_004892-t37_1-p1,Candida auris strain B8441,Calb_Hyr1 XP_722183.2:11-334 Hyr1p [Candida albicans SC5314],120,2,321,6.49141e-17,86.6557,0.26479750778816197,0.9629629629629629
CPAR2_106910-T-p1,Candida parapsilosis CDC317,Cgla_Hyr1 XP_445977.1:14-341 uncharacterized protein CAGL0E06600g [[Candida] glabrata],120,3,310,5.48909e-7,55.8398,0.2806451612903226,0.9024390243902439
CPAR2_806390-T-p1,Candida parapsilosis CDC317,Caur_Hil1 XP_028889033.1:12-327 uncharacterized protein CJI97_004172 [[Candida] auris],121,2,336,3.82402e-20,96.2857,0.28273809523809523,0.9873417721518988
PSK74847.1,Candida auris strain B11243,Calb_Hyr1 XP_722183.2:11-334 Hyr1p [Candida albicans SC5314],121,2,321,6.67226e-17,86.6557,0.2616822429906542,0.9629629629629629
CXQ85_002807-t46_1-p1,Candida haemulonis B11899,Cgla_Hyr1 XP_445977.1:14-341 uncharacterized protein CAGL0E06600g [[Candida] glabrata],121,3,277,6.62226e-7,56.225,0.27075812274368233,0.7865853658536586
C1_13450W_A-T-p1,Candida albicans SC5314,Caur_Hil1 XP_028889033.1:12-327 uncharacterized protein CJI97_004172 [[Candida] auris],122,2,330,7.82086e-20,95.1301,0.2696969696969697,0.990506329113924
CAH02569.1,Kluyveromyces lactis NRRL Y-1140,Calb_Hyr1 XP_722183.2:11-334 Hyr1p [Candida albicans SC5314],122,2,333,7.75842e-17,86.2705,0.29429429429429427,0.9598765432098766
PSK35845.1,Candida pseudohaemulonii strain B12108,Cgla_Hyr1 XP_445977.1:14-341 uncharacterized protein CAGL0E06600g [[Candida] glabrata],122,3,302,7.2943e-7,56.225,0.2980132450331126,0.8323170731707317
C1_13450W_B-T-p1,Candida albicans SC5314_B,Caur_Hil1 XP_028889033.1:12-327 uncharacterized protein CJI97_004172 [[Candida] auris],123,2,330,8.04329e-20,95.1301,0.2696969696969697,0.990506329113924
CLUG_05233-t34_1-p1,Clavispora lusitaniae ATCC 42720,Calb_Hyr1 XP_722183.2:11-334 Hyr1p [Candida albicans SC5314],123,1,338,1.93033e-16,85.5001,0.28994082840236685,0.9876543209876543
PSK41664.1,Candida pseudohaemulonii strain B12108,Cgla_Hyr1 XP_445977.1:14-341 uncharacterized protein CAGL0E06600g [[Candida] glabrata],123,3,280,7.55904e-7,56.225,0.2892857142857143,0.7560975609756098
CAWG_00106-T-p1,Candida albicans WO-1,Caur_Hil1 XP_028889033.1:12-327 uncharacterized protein CJI97_004172 [[Candida] auris],124,2,330,1.06142e-19,94.7449,0.2696969696969697,0.990506329113924
CXQ85_003765-t46_1-p1,Candida haemulonis B11899,Calb_Hyr1 XP_722183.2:11-334 Hyr1p [Candida albicans SC5314],124,2,231,5.93251e-16,83.9593,0.30303030303030304,0.6358024691358025
PSK76051.1,Candida auris strain B11243,Cgla_Hyr1 XP_445977.1:14-341 uncharacterized protein CAGL0E06600g [[Candida] glabrata],124,3,273,9.09627e-7,55.8398,0.29304029304029305,0.7164634146341463
KAA8902736.1,Diutina rugosa CBS 613,Caur_Hil1 XP_028889033.1:12-327 uncharacterized protein CJI97_004172 [[Candida] auris],125,3,302,1.00393e-17,88.9669,0.2847682119205298,0.9177215189873418
PSK35845.1,Candida pseudohaemulonii strain B12108,Calb_Hyr1 XP_722183.2:11-334 Hyr1p [Candida albicans SC5314],125,2,219,7.53157e-16,83.5741,0.3013698630136986,0.6574074074074074
CXQ85_003765-t46_1-p1,Candida haemulonis B11899,Cgla_Hyr1 XP_445977.1:14-341 uncharacterized protein CAGL0E06600g [[Candida] glabrata],125,3,299,0.00000115423,55.4546,0.26421404682274247,0.7560975609756098
CPAR2_702650-T-p1,Candida parapsilosis CDC317,Caur_Hil1 XP_028889033.1:12-327 uncharacterized protein CJI97_004172 [[Candida] auris],126,2,326,1.3842e-17,87.4261,0.2607361963190184,0.9430379746835443
CLUG_05606-t34_1-p1,Clavispora lusitaniae ATCC 42720,Calb_Hyr1 XP_722183.2:11-334 Hyr1p [Candida albicans SC5314],126,1,272,1.16915e-15,82.8037,0.2867647058823529,0.8055555555555556
CPAR2_404110-T-p1,Candida parapsilosis CDC317,Cgla_Hyr1 XP_445977.1:14-341 uncharacterized protein CAGL0E06600g [[Candida] glabrata],126,3,319,0.0000012045,55.0694,0.2852664576802508,0.9115853658536586
KAG5419938.1,Candida metapsilosis BP57,Caur_Hil1 XP_028889033.1:12-327 uncharacterized protein CJI97_004172 [[Candida] auris],127,2,298,3.47098e-17,86.6557,0.26174496644295303,0.8860759493670886
PSK37584.1,Candida pseudohaemulonii strain B12108,Calb_Hyr1 XP_722183.2:11-334 Hyr1p [Candida albicans SC5314],127,2,334,1.42849e-15,82.4185,0.27245508982035926,0.9876543209876543
KAG5419938.1,Candida metapsilosis BP57,Cgla_Hyr1 XP_445977.1:14-341 uncharacterized protein CAGL0E06600g [[Candida] glabrata],127,3,316,0.00000136784,54.6842,0.25949367088607594,0.9115853658536586
KAA8902728.1,Diutina rugosa CBS 613,Caur_Hil1 XP_028889033.1:12-327 uncharacterized protein CJI97_004172 [[Candida] auris],128,3,303,6.57365e-17,86.6557,0.29042904290429045,0.9367088607594937
PSK75908.1,Candida auris strain B11243,Calb_Hyr1 XP_722183.2:11-334 Hyr1p [Candida albicans SC5314],128,2,231,1.45071e-15,82.4185,0.29004329004329005,0.6666666666666666
QNG14140.1,Candida glabrata BG2,Cgla_Hyr1 XP_445977.1:14-341 uncharacterized protein CAGL0E06600g [[Candida] glabrata],128,1,349,0.00000137715,55.4546,0.30659025787965616,0.9939024390243902
EDK47470.1,Lodderomyces elongisporus NRRL YB-4239,Caur_Hil1 XP_028889033.1:12-327 uncharacterized protein CJI97_004172 [[Candida] auris],129,2,330,2.25703e-16,85.1149,0.2909090909090909,0.9746835443037974
CXQ85_004549-t46_1-p1,Candida haemulonis B11899,Calb_Hyr1 XP_722183.2:11-334 Hyr1p [Candida albicans SC5314],129,2,306,1.56321e-15,82.4185,0.27124183006535946,0.9166666666666666
CLUG_05607-t34_1-p1,Clavispora lusitaniae ATCC 42720,Cgla_Hyr1 XP_445977.1:14-341 uncharacterized protein CAGL0E06600g [[Candida] glabrata],129,2,247,0.00000139906,55.4546,0.3076923076923077,0.7103658536585366
CAX42585.1,Candida dubliniensis CD36,Caur_Hil1 XP_028889033.1:12-327 uncharacterized protein CJI97_004172 [[Candida] auris],130,2,325,3.37791e-16,83.9593,0.26153846153846155,0.9588607594936709
